ROI,structure,N57437,N57442,N57446,N57447,N57449,N57451,N57496,N57498,N57500,N57502,N57513,N57515,N57518,N57520,N57522,N57546,N57548,N57550,N57552,N57580,N57582,N57584,N57587,N57590,N57692,N57694,N57700,N57702,N57709,N58302,N58305,N58303,N58309,N58310,N58355,N58344,N58346,N58350,N58394,N58396,N58398,N58359,N58361,N58404,N58402,N58516,N58608,N58606,N58604,N58512,N58477,N58500,N58510,N58406,N58408,N58514,N58655,N58952,N58706,N58708,N58712,N58714,N58732,N58733,N58734,N58735,N58740,N58742,N58745,N58747,N58749,N58751,N58779,N58780,N58784,N58788,N58790,N58792,N58794,N58829,N58813,N58815,N58821,N58819,N58831,N58851,N58853,N58855,N59003,N58913,N58915,N58909,N58906,N58883,N58887,N58885,N58919,N58879,N58881,N58889,N58877,N60129,N60131,N60127,N60139,N58917,N58995,N59005,N58857,N58859,N58861,N59065,N59066,N59080,N58948,N59072,N58935,N59039,N58946,N58954,N59033,N59022,N59035,N59026,N59109,N59097,N59099,N59116,N59118,N59120,N59041,N58941,N60056,N60058,N60060,N60062,N60068,N59136,N59140,N59141,N60095,N60133,N60137,N60198,N60103,N60097,N60163,N60169,N60190,N60188,N60200,N60192,N58997,N58999,N59010,N59078,N59076,N60157,N60159,N60064,N60101,N60093,N60161,N60167,N60194,N60088,N60070,N60072,N60092
1086,Rostral_Linear_Nucleus,0.1446154,0.1452533,0.1441597,0.1519965,0.1416994,0.1373254,0.1440686,0.1449799,0.1464379,0.1447065,0.1541835,0.1339538,0.1488071,0.134136,0.1438864,0.1452533,0.1397858,0.1405148,0.1437041,0.1533634,0.1454355,0.1540924,0.156735,0.1562794,0.1439775,0.1474403,0.1481692,0.1470758,0.1411526,0.1429751,0.1455266,0.1471669,0.1489894,0.157464,0.1505385,0.142884,0.1458911,0.152361,0.1405148,0.136323,0.1452533,0.1471669,0.1395124,0.1458,0.1481692,0.1463467,0.1395124,0.1425195,0.1359585,0.152361,0.149445,0.1454355,0.1583752,0.1427018,0.1462556,0.1448888,0.1325869,0.1205584,0.1393301,0.1327691,0.1271194,0.1477136,0.135594,0.1427018,0.1372343,0.1369609,0.1273016,0.1451621,0.139968,0.1316756,0.1334981,0.1358674,0.1378721,0.131949,0.1451621,0.1338626,0.1406059,0.1279395,0.127575,0.1303999,0.1293975,0.1234744,0.12393,0.125388,0.1216519,0.1505385,0.1269371,0.130491,0.1252058,0.1410615,0.1365964,0.1286685,0.1499006,0.1375988,0.1339538,0.1446154,0.133407,0.1455266,0.1402414,0.1416994,0.1423372,0.1352295,0.1345916,0.137781,0.1333159,0.1296709,0.1281217,0.1245679,0.1322224,0.1324046,0.1269371,0.1221986,0.1187359,0.1460734,0.145071,0.1213785,0.1374165,0.1403325,0.1440686,0.1375988,0.13851,0.1433396,0.1462556,0.1462556,0.1463467,0.1411526,0.1438864,0.1441597,0.1401502,0.1448888,0.1386923,0.1379633,0.1257525,0.1397858,0.1362319,0.1336804,0.1430663,0.1397858,0.1411526,0.1401502,0.1375076,0.1426106,0.1280306,0.1318579,0.1407881,0.1424284,0.1358674,0.1423372,0.142884,0.1407881,0.1349561,0.1406059,0.137052,0.1380544,0.126117,0.1305821,0.1415171,0.1232921,0.1274839,0.142155,0.1463467,0.1345916,0.13851,0.1416083,0.1488071,0.1354118,0.129033,0.1374165,0.136323
1087,Cuneiform_Nucleus,0.1787873,0.1791518,0.2013863,0.1925471,0.1930939,0.1747778,0.1929116,0.1943696,0.1801541,0.1948253,0.1857128,0.1969211,0.1770559,0.1901779,0.180792,0.1918181,0.1843459,0.1716795,0.1620203,0.1863506,0.193914,0.1885376,0.1906335,0.2025709,0.1897223,0.1774204,0.1857128,0.1663031,0.1878086,0.2093141,0.1991993,0.2009306,0.2139615,0.2146905,0.2102254,0.191727,0.2043934,0.2056691,0.207765,0.188811,0.1854394,0.1872619,0.1889933,0.2108633,0.2022064,0.1725908,0.1899045,0.1904512,0.1921826,0.1791518,0.1933673,0.1635694,0.2012951,0.1779671,0.2120479,0.2104988,0.1985614,0.1497184,0.186624,0.1874441,0.1672144,0.2040289,0.2000194,0.1859861,0.1848015,0.1836169,0.1868974,0.1923649,0.1869885,0.1893578,0.1693103,0.1645718,0.1597421,0.2030265,0.1856216,0.1855305,0.1879909,0.1703126,0.1748689,0.16038,0.1634783,0.1608356,0.1650274,0.1712239,0.1831613,0.1925471,0.1563705,0.1758713,0.1566439,0.2022064,0.2062159,0.1827056,0.1767825,0.1930939,0.1991081,0.2086762,0.201204,0.2024797,0.1839814,0.1881731,0.1813388,0.1871708,0.186624,0.1914536,0.2025709,0.1489894,0.1693103,0.1563705,0.1807009,0.1577374,0.1712239,0.1682168,0.156006,0.2113189,0.1806098,0.1682168,0.1978324,0.2018419,0.1890844,0.2039378,0.1774204,0.18954,0.1952809,0.1753245,0.2069449,0.1860773,0.2047579,0.2015685,0.1865329,0.1775115,0.1957365,0.1934584,0.180792,0.1839814,0.1787873,0.1974679,0.1817944,0.187353,0.1860773,0.2098609,0.1920004,0.1722263,0.1620203,0.180063,0.1995638,0.1849838,0.1768736,0.1855305,0.1882643,0.1899956,0.1863506,0.1836169,0.1757801,0.1543657,0.1675789,0.1799719,0.1620203,0.1658475,0.1776026,0.2074005,0.2218894,0.1846193,0.1735931,0.193185,0.2182444,0.1885376,0.194643,0.2013863,0.1681256
1088,Precuneiform_Nucleus,0.2593417,0.2998924,0.2902331,0.2735572,0.2761999,0.2669051,0.2994367,0.2913266,0.2849479,0.2792981,0.28431,0.2663584,0.2618933,0.2642625,0.2672696,0.2956095,0.286497,0.2737395,0.2666318,0.2941515,0.2830343,0.2867704,0.287226,0.2941515,0.2760176,0.2686365,0.2812118,0.2585216,0.2670874,0.2818496,0.2911444,0.2833987,0.2831254,0.2925113,0.279936,0.2707324,0.3031729,0.2909621,0.2709146,0.2648093,0.2760176,0.2579749,0.2581571,0.2794804,0.2844923,0.2586128,0.2674519,0.2639891,0.2915089,0.2898686,0.2722815,0.2570636,0.2679986,0.279207,0.3075469,0.2621666,0.2690921,0.2211604,0.295974,0.2698211,0.2666318,0.2979788,0.2780224,0.277749,0.2814851,0.2663584,0.2572459,0.2953361,0.2761999,0.2973409,0.2330978,0.2443973,0.2392031,0.2635335,0.2613465,0.2505938,0.2610731,0.2433038,0.2443061,0.2277214,0.2321865,0.2209781,0.2306374,0.2156929,0.2155106,0.2597974,0.2290883,0.2412079,0.2384741,0.2696389,0.2822141,0.2625311,0.263169,0.2895041,0.2759265,0.2746508,0.2599796,0.2710057,0.2604353,0.3017149,0.2710057,0.2514139,0.2433038,0.271188,0.2720993,0.2409345,0.2413901,0.2464931,0.245673,0.2392943,0.2342824,0.2307285,0.250776,0.2698211,0.2706413,0.2516873,0.2864059,0.2899598,0.2871349,0.2941515,0.2742863,0.2822141,0.2761088,0.2695478,0.2968853,0.2693655,0.2786603,0.2608909,0.270459,0.2751975,0.2775668,0.2773845,0.2724638,0.2501381,0.2402055,0.2639891,0.2440328,0.2772934,0.290142,0.2845834,0.2484068,0.2571548,0.2320043,0.2550589,0.2562435,0.2599796,0.2397499,0.274833,0.2626223,0.2520518,0.261711,0.2652649,0.2543299,0.2393854,0.2320954,0.2723726,0.2618933,0.2375629,0.2333711,0.2423925,0.2856769,0.2301818,0.2371984,0.2966119,0.2801183,0.2618021,0.2614376,0.2402966,0.2484979
1089,Brain_Stem_Rest,4.225648,4.124956,3.8021,3.872266,3.752345,4.040938,3.706692,3.635159,3.331257,3.83937,3.931679,3.274212,4.342106,3.564354,4.657763,3.801826,4.358418,4.142725,4.457926,4.417376,4.138169,4.115387,3.975146,4.679816,4.039753,3.659945,4.122222,3.965851,4.221183,4.013145,3.661767,4.053969,3.908989,3.931953,4.04267,3.87181,4.050051,4.031097,3.697124,3.867072,3.607912,4.050689,4.00868,4.055609,4.396873,4.061988,3.824607,3.147458,3.904342,4.057523,3.776494,3.811759,3.731296,3.73977,3.757084,3.350484,3.860055,3.32178,3.106634,3.282869,3.175342,3.099708,3.446074,3.753439,4.069551,3.569275,3.899694,4.088688,3.980067,3.838003,3.502936,3.720269,3.625682,3.864611,3.795448,3.503301,3.647096,3.554969,3.334628,3.604905,3.755899,3.308749,3.230564,3.09579,3.354403,3.274668,3.663316,3.425298,2.881099,3.618118,3.767654,3.575745,2.576651,3.784786,3.559252,4.160768,3.218535,3.457283,3.117568,3.180171,3.04722,3.592057,3.996743,4.104726,3.550868,3.2538,2.87791,2.786694,3.696668,3.762278,3.363697,2.9006,3.152196,3.929675,3.075104,2.883651,3.086768,3.926394,3.816771,3.519886,3.024803,3.103626,3.177438,3.930586,3.570004,3.664227,3.303555,3.899512,3.318499,3.270112,2.971769,3.88639,3.415365,3.65065,3.317679,3.528269,4.034742,3.795448,3.138345,3.535923,3.223274,3.632607,4.067729,3.639077,3.727924,3.383927,3.641537,3.292346,3.810756,3.563808,3.098432,3.472136,3.080298,2.829978,3.378277,3.051503,3.137981,3.654204,3.66769,3.907987,3.541847,3.057335,3.699857,3.630511,4.060712,3.358868,3.750614,4.030003,3.730293
1090,Interpeduncular_Nucleus,0.1439775,0.147258,0.1496273,0.1531811,0.1408793,0.1515409,0.1583752,0.1576463,0.156735,0.1518143,0.1496273,0.1424284,0.1427018,0.1359585,0.1488071,0.1374165,0.1613824,0.1395124,0.1478959,0.16038,0.1485338,0.1441597,0.1551859,0.18954,0.147987,0.1441597,0.1387834,0.1482604,0.1454355,0.15309,0.1384189,0.1495361,0.154548,0.1540924,0.1599244,0.1410615,0.1598333,0.151632,0.141426,0.1429751,0.1452533,0.147258,0.1515409,0.1512675,0.1544569,0.152361,0.1330425,0.1352295,0.1470758,0.1473491,0.1440686,0.1441597,0.1557326,0.1449799,0.1548214,0.1499918,0.1402414,0.1339538,0.1447976,0.1266638,0.1293064,0.1532723,0.1444331,0.1364141,0.133407,0.1484426,0.1470758,0.1712239,0.1467113,0.1499918,0.1384189,0.1346828,0.1354118,0.1389656,0.1387834,0.139239,0.1461645,0.1360496,0.1467113,0.1359585,0.150174,0.13851,0.1393301,0.1345916,0.137052,0.1519054,0.1462556,0.1383277,0.1417905,0.1448888,0.1353206,0.1170956,0.1364141,0.1528166,0.1358674,0.1581019,0.1354118,0.1438864,0.1467113,0.1504474,0.1475314,0.1418816,0.1519054,0.1590131,0.1455266,0.1305821,0.1289419,0.1212874,0.1483515,0.1455266,0.1432485,0.1427018,0.1382366,0.1483515,0.1468024,0.1458,0.1375988,0.1454355,0.1464379,0.1356851,0.1445243,0.147258,0.1381455,0.1550948,0.1496273,0.1405148,0.1503562,0.147987,0.1411526,0.1466201,0.1418816,0.1345005,0.1293975,0.1491716,0.1361407,0.143613,0.1468024,0.1505385,0.1433396,0.1503562,0.1422461,0.1427929,0.1384189,0.1470758,0.1616558,0.1521787,0.1397858,0.1560971,0.1474403,0.1470758,0.1559149,0.1484426,0.1415171,0.1398769,0.1367786,0.1442509,0.1328603,0.1463467,0.1416083,0.1556415,0.15309,0.147987,0.1458,0.1475314,0.1566439,0.1570084,0.1529078,0.1455266,0.1453444
1091,Cerebellar_Cortex,21.99038,22.45375,22.3125,22.49093,21.75737,22.33529,23.50706,22.50778,22.89516,21.43406,23.35251,21.78498,21.983,22.32134,22.72648,23.9749,24.19752,21.98728,22.75255,24.20863,23.37356,23.42961,23.34085,24.61022,21.58824,22.73004,21.66624,22.09125,22.67491,21.8443,21.4357,22.53011,22.49229,22.61148,21.88221,21.84649,22.37611,23.85078,21.3186,20.94034,21.77414,22.82135,21.99347,22.83848,23.83803,22.44126,21.14875,20.56682,21.8248,22.1421,20.91082,22.42686,21.51962,20.71982,21.54332,20.18328,20.33154,20.57356,21.30922,21.04249,20.91055,19.20623,18.86115,19.74825,19.84356,18.39987,19.35285,22.51644,21.23787,19.06964,21.7109,21.5322,18.54804,19.73394,18.99236,19.97834,20.58878,22.0179,23.03895,22.8598,22.1647,21.9799,22.00049,20.96176,21.15813,22.37994,21.99466,20.69713,21.97753,20.80347,21.5835,20.86435,20.55889,20.54276,20.30502,21.21636,19.12404,21.14984,20.53593,21.71855,19.78643,21.52363,21.5168,22.97225,21.48609,23.34112,22.41812,21.95566,22.19504,23.52738,23.14174,21.12633,21.03338,20.4233,20.08814,18.71635,19.06454,21.52108,20.39086,19.69357,21.21162,20.46002,20.09288,21.2745,21.47242,19.57593,20.93524,20.35395,20.24105,21.11594,19.68008,20.34666,17.41945,19.1111,17.59414,18.34164,18.28159,19.44735,19.88038,20.52026,17.76118,20.3062,20.09224,21.60802,20.79955,20.55552,21.04368,22.04897,22.25892,22.20297,21.6862,24.17401,22.54578,23.04242,20.717,18.83554,19.59251,19.62277,19.336,21.45784,21.00304,20.58851,20.83582,21.36079,22.19942,21.07193,21.24261,19.81468,20.32206
1092,Dentate_(Lateral)_Nucleus_of_Cerebellum,0.3340642,0.3825428,0.3613106,0.3679627,0.3510135,0.3607639,0.3832718,0.3548408,0.3675071,0.3605816,0.3662314,0.3465484,0.3558431,0.3514691,0.3575745,0.3695119,0.376893,0.3388028,0.3618574,0.3974873,0.3750705,0.3645911,0.3525626,0.4074199,0.3541118,0.3538384,0.3500111,0.3573923,0.3624953,0.3617662,0.3587591,0.365229,0.3765285,0.3833629,0.367416,0.3530183,0.4174436,0.3746149,0.3348844,0.3515603,0.3430856,0.3758906,0.3416276,0.3762551,0.3933866,0.3597615,0.3510135,0.3451815,0.358668,0.358668,0.340443,0.3536561,0.3544763,0.3539295,0.3809025,0.3589414,0.360126,0.3157481,0.3673249,0.377622,0.3439969,0.3664136,0.3629509,0.3587591,0.3519247,0.3318773,0.3465484,0.3587591,0.3539295,0.3795356,0.3213068,0.3510135,0.3248606,0.3512869,0.3182085,0.3326063,0.3510135,0.3203955,0.355023,0.3110096,0.330237,0.3194843,0.3180262,0.3142901,0.3058155,0.4116116,0.3166594,0.3117386,0.3226736,0.363771,0.3629509,0.3456371,0.3468218,0.3616751,0.3527449,0.3524715,0.3279589,0.3471863,0.3562076,0.3733391,0.3575745,0.3175706,0.307638,0.3342465,0.3101895,0.328779,0.3269565,0.3195754,0.349191,0.3325151,0.334611,0.3167505,0.3213068,0.3395317,0.349191,0.3270476,0.3463661,0.358668,0.3957559,0.3511046,0.3456371,0.3638621,0.3507401,0.352836,0.3743415,0.3390761,0.3555698,0.3541118,0.3497378,0.3479153,0.3516514,0.3496466,0.2877727,0.2931491,0.289413,0.2912355,0.309825,0.3501934,0.3683273,0.372519,0.3067268,0.3182996,0.303993,0.3294169,0.3153836,0.3241316,0.3093694,0.3247695,0.3165683,0.3337909,0.3196665,0.3423566,0.3395317,0.3469129,0.3611284,0.3450904,0.3641355,0.317115,0.2917823,0.3351578,0.3361601,0.3245873,0.310554,0.3381649,0.3558431,0.3204866,0.3447259,0.3271388,0.3209423
1093,Interposed_Nucleus_of_Cerebellum,0.2612554,0.2919645,0.2722815,0.2709146,0.266814,0.2538743,0.263169,0.2605264,0.2674519,0.2710057,0.271917,0.2589773,0.2688188,0.2531452,0.2768378,0.2848568,0.2759265,0.2502293,0.2666318,0.2817585,0.2691832,0.2553323,0.2678164,0.2862236,0.2470399,0.2591595,0.2564258,0.2597974,0.2669051,0.272646,0.2721904,0.2628045,0.2786603,0.2859502,0.2916,0.2598885,0.3092782,0.2868615,0.24786,0.2700945,0.2665406,0.2774756,0.2578838,0.2774756,0.2913266,0.2676341,0.2491358,0.2459464,0.261711,0.2588861,0.2416635,0.2576104,0.2473133,0.2674519,0.2954273,0.2647181,0.2574281,0.228906,0.2585216,0.2757443,0.2603441,0.2830343,0.2628956,0.260253,0.253692,0.2359226,0.2423925,0.2676341,0.2607086,0.2797537,0.234738,0.2323688,0.2349203,0.2428481,0.2319131,0.2341001,0.2466754,0.2317309,0.2494091,0.2258078,0.2466754,0.2393854,0.2306374,0.2286326,0.238383,0.2915089,0.2291794,0.2329155,0.239112,0.2488624,0.2574281,0.2589773,0.2531452,0.2594329,0.2470399,0.2681809,0.2305463,0.2492269,0.2515961,0.2642625,0.2399321,0.2375629,0.2431215,0.2445795,0.2319131,0.2481334,0.2399321,0.2345558,0.2516873,0.2279036,0.2397499,0.2279036,0.2417546,0.2588861,0.2610731,0.2361049,0.2687276,0.2720993,0.2986166,0.2684543,0.2488624,0.2526896,0.2577015,0.2657205,0.2659028,0.2497736,0.2598885,0.2548766,0.2492269,0.2511405,0.2562435,0.2636246,0.2149639,0.2307285,0.227448,0.2237119,0.2221628,0.2639891,0.2619844,0.244944,0.2254433,0.231093,0.2336445,0.2484068,0.2402055,0.2364694,0.2337356,0.2547855,0.2327332,0.2496825,0.2342824,0.2645359,0.2513227,0.2515961,0.2622578,0.2441239,0.2591595,0.2375629,0.2242586,0.2547855,0.2555145,0.2276303,0.2359226,0.2555145,0.2690921,0.2578838,0.2616199,0.2430304,0.2272658
1094,Fastigial_Medial_Dorsolateral_Nucleus_of_Cerebellum,0.04565363,0.0499365,0.045198,0.04747613,0.0470205,0.04219088,0.0441045,0.04692938,0.04838737,0.04856963,0.04893413,0.04173525,0.0499365,0.04538025,0.0492075,0.0543105,0.04866075,0.04501575,0.04501575,0.05002763,0.04182637,0.04501575,0.04565363,0.05020988,0.04547138,0.04237312,0.0462915,0.04538025,0.04510688,0.0499365,0.0528525,0.05002763,0.053946,0.0528525,0.04856963,0.04647375,0.05822888,0.05412825,0.04383112,0.04437787,0.04747613,0.04902525,0.0441045,0.04911638,0.05257913,0.04583587,0.04310213,0.04064175,0.04492463,0.04219088,0.04182637,0.04137075,0.0426465,0.04975425,0.05157675,0.045198,0.04829625,0.03635887,0.050301,0.05221463,0.04656488,0.04902525,0.04893413,0.05221463,0.04938975,0.042282,0.0513945,0.05057438,0.04720275,0.0455625,0.03562988,0.03845475,0.03872813,0.03927488,0.0419175,0.03991275,0.04209975,0.0353565,0.03663225,0.03444525,0.03635887,0.03654113,0.0382725,0.03918375,0.03480975,0.044469,0.03708788,0.0360855,0.03517425,0.04456013,0.04656488,0.0433755,0.04437787,0.0426465,0.043011,0.0441045,0.03891038,0.04428675,0.04392225,0.04538025,0.043011,0.04255538,0.0390015,0.04127963,0.04146188,0.03781687,0.037908,0.03818138,0.03590325,0.0360855,0.0390015,0.03836362,0.035721,0.04246425,0.05276138,0.0382725,0.04401338,0.04802288,0.05312588,0.04765838,0.0477495,0.04355775,0.045927,0.0426465,0.045927,0.0411885,0.045198,0.04291988,0.04164413,0.04073288,0.04246425,0.050301,0.03517425,0.037179,0.03818138,0.03672338,0.03854588,0.04501575,0.0462915,0.04328438,0.04164413,0.0404595,0.03471863,0.04173525,0.04064175,0.04255538,0.0419175,0.0397305,0.03954825,0.04182637,0.04000388,0.04419563,0.04437787,0.04219088,0.0462915,0.04547138,0.04428675,0.037179,0.03845475,0.04364888,0.04173525,0.039366,0.03945713,0.04720275,0.04820513,0.0455625,0.04610925,0.0441045,0.038637
1095,Fastigial_Medial_Nucleus_of_Cerebellum,0.5625147,0.6070748,0.5821977,0.5932238,0.551853,0.5668886,0.5837468,0.5872095,0.5971422,0.5883942,0.6015161,0.540918,0.5953196,0.5690756,0.5877563,0.591948,0.5825621,0.5457476,0.5607833,0.6389685,0.5797372,0.5794639,0.573723,0.5984179,0.5743609,0.5583229,0.570078,0.5673442,0.5711715,0.604341,0.5953196,0.5727206,0.6109931,0.6640279,0.6148204,0.5705336,0.6622054,0.6025185,0.5712627,0.5513974,0.5519441,0.6084417,0.5528554,0.5996025,0.6408821,0.5634259,0.528525,0.5479347,0.5600542,0.5622413,0.5430139,0.5593253,0.5619679,0.5503039,0.6438892,0.5529465,0.5344481,0.4910726,0.551124,0.5914013,0.5585051,0.6054345,0.564975,0.5688022,0.5453832,0.5136716,0.5288895,0.5851136,0.5706248,0.5859337,0.4950821,0.5424671,0.5061083,0.5485725,0.5361795,0.514674,0.5495749,0.5118492,0.5359973,0.5112113,0.53946,0.4989094,0.4962668,0.47385,0.490617,0.5898522,0.5098444,0.485514,0.4967224,0.5454743,0.5643371,0.5577762,0.5530376,0.5902166,0.5367262,0.5488459,0.4959934,0.5463855,0.5530376,0.5698957,0.5444719,0.4990916,0.5032834,0.530712,0.5029189,0.5042858,0.4989094,0.5235131,0.5564092,0.5054704,0.5298008,0.5071107,0.5033745,0.5538577,0.5748165,0.5431961,0.5677088,0.5901255,0.6235684,0.5808308,0.5708981,0.6027919,0.5820154,0.5781881,0.5906723,0.5558625,0.5534021,0.5636082,0.5440162,0.5578673,0.5902166,0.5542223,0.484056,0.5061083,0.4692938,0.4831448,0.5040124,0.5654306,0.5881208,0.5757278,0.5108468,0.5091154,0.4893413,0.5287984,0.524151,0.5346304,0.5099355,0.5114846,0.511758,0.5152208,0.5028278,0.5527642,0.5367262,0.5267025,0.532899,0.5616034,0.6067103,0.5185924,0.4848761,0.5339925,0.554769,0.4846939,0.5147651,0.5398245,0.562788,0.5355417,0.5402802,0.5327168,0.4980893
1096,Ventral_Lateral_Lemniscus_Nucleus,0.1117193,0.1298531,0.1191915,0.1222898,0.124659,0.110079,0.1085299,0.1092589,0.1162755,0.1039736,0.1075275,0.1128128,0.1116281,0.1229276,0.1057961,0.1252969,0.1237478,0.1140885,0.113724,0.119556,0.1233833,0.1161844,0.1129039,0.1400591,0.1006931,0.1098056,0.1015133,0.1097145,0.1117193,0.1119926,0.1074364,0.1172779,0.1077098,0.1105346,0.120285,0.1057961,0.107892,0.1161844,0.1058873,0.1019689,0.1050671,0.1029713,0.1063429,0.1018778,0.1123571,0.1107169,0.1063429,0.1076186,0.1066163,0.1089855,0.1011488,0.1129039,0.1054316,0.09212738,0.1029713,0.1048849,0.097686,0.1005109,0.09595463,0.1143619,0.09996413,0.09230963,0.09194513,0.1047937,0.09413213,0.09340313,0.090396,0.1047026,0.1047937,0.0965925,0.08438175,0.09723037,0.0922185,0.09777713,0.0987795,0.09158063,0.1031535,0.09896176,0.1084388,0.1002375,0.1058873,0.0995085,0.1068896,0.1011488,0.09859725,0.1037003,0.1029713,0.095499,0.1047026,0.10206,0.1048849,0.1012399,0.1059784,0.1041559,0.112995,0.1110814,0.100602,0.09996413,0.1067985,0.1095323,0.1021511,0.1107169,0.1103524,0.1034269,0.1080743,0.1021511,0.1046115,0.1025156,0.1066163,0.09495226,0.1005109,0.09668363,0.09713925,0.1029713,0.08994038,0.094041,0.1044293,0.1116281,0.1079831,0.1048849,0.09896176,0.1015133,0.1046115,0.1026068,0.1128128,0.1072541,0.1083476,0.1082565,0.1075275,0.1109903,0.09686588,0.1052494,0.103518,0.1072541,0.09996413,0.1044293,0.110079,0.114453,0.1088944,0.09932625,0.1078009,0.1068896,0.101331,0.1180069,0.1146353,0.1050671,0.1011488,0.1099879,0.1131773,0.1120838,0.1051583,0.1200116,0.090396,0.09795938,0.090396,0.111537,0.1089855,0.1015133,0.0980505,0.118098,0.1078009,0.1123571,0.1165489,0.104976,0.1226543,0.1067985,0.1044293,0.1037914,0.1009665
1097,Parabrachial_Nucleus,0.1909069,0.1876264,0.1909069,0.1932761,0.1886287,0.1887199,0.1881731,0.1897223,0.1960099,0.1954631,0.1950986,0.1848926,0.1794251,0.1875353,0.1891755,0.1956454,0.1911803,0.1799719,0.1878998,0.2123213,0.1899045,0.1969211,0.19683,0.2115923,0.187353,0.1782405,0.1908158,0.1852571,0.1904512,0.2049401,0.2072183,0.190269,0.1989259,0.214326,0.2100431,0.197559,0.2158751,0.2034821,0.1965566,0.190998,0.1889933,0.1907246,0.1823411,0.199746,0.2120479,0.1914536,0.1821589,0.1813388,0.1921826,0.1985614,0.1790606,0.1840725,0.1878086,0.1959188,0.2127769,0.199017,0.1954631,0.1726819,0.182979,0.1887199,0.1885376,0.2199758,0.2195201,0.1970123,0.1940051,0.1909069,0.1933673,0.2002016,0.190998,0.2025709,0.1760535,0.1878998,0.1779671,0.2029354,0.180063,0.1833435,0.1889021,0.1814299,0.1936406,0.1666676,0.188082,0.1708594,0.1775115,0.1710416,0.1740488,0.22599,0.1725908,0.1813388,0.180063,0.191727,0.2014774,0.1853483,0.1916359,0.2050313,0.192456,0.1940051,0.1864417,0.2002016,0.1938229,0.2103165,0.199017,0.1869885,0.1868974,0.1929116,0.191727,0.1755068,0.1766914,0.1762358,0.1899956,0.1805186,0.1871708,0.1887199,0.1783316,0.2074916,0.1983791,0.1832524,0.2008395,0.209223,0.2187911,0.1981058,0.1987436,0.2002928,0.2005661,0.2050313,0.2066715,0.1994726,0.2002928,0.1995638,0.1944607,0.1988348,0.2010218,0.1981969,0.1858039,0.1773293,0.1760535,0.1787873,0.1882643,0.192456,0.1991993,0.190998,0.1940051,0.1871708,0.1795163,0.1790606,0.1930028,0.1894489,0.1832524,0.1940051,0.1858039,0.1811565,0.1865329,0.199017,0.191727,0.1784227,0.1837991,0.1967389,0.1932761,0.1787873,0.1700393,0.1998371,0.1957365,0.1872619,0.1850749,0.2043023,0.2016596,0.1950075,0.2134148,0.1872619,0.1772381
1098,Parabrachial_Medial_Nucleus_and_Koelliker_Fuse_Nucleus,0.2732839,0.2710057,0.2846745,0.2732839,0.2750153,0.2681809,0.2804828,0.2773845,0.2649915,0.2718259,0.26973,0.2670874,0.2811206,0.2666318,0.3004391,0.2738306,0.2984344,0.2663584,0.2772934,0.3013504,0.2819408,0.2890485,0.2849479,0.3108274,0.2648093,0.2729194,0.2698211,0.2710969,0.2789336,0.2838544,0.2694566,0.274104,0.2807561,0.2830343,0.2924201,0.266085,0.2973409,0.2927846,0.2760176,0.2683631,0.2710057,0.2676341,0.2698211,0.2893219,0.2989811,0.2830343,0.2691832,0.2678164,0.281394,0.2761999,0.263169,0.2814851,0.2763821,0.2698211,0.301806,0.2710969,0.274833,0.2415724,0.2536009,0.2596151,0.2729194,0.2738306,0.2598885,0.2484068,0.266085,0.2608909,0.2435771,0.2642625,0.2686365,0.2618933,0.2384741,0.2731016,0.2559701,0.2627134,0.2547855,0.2579749,0.265356,0.2363783,0.250047,0.2395676,0.264627,0.2373806,0.2335534,0.228906,0.2336445,0.2873171,0.2426659,0.2372895,0.2492269,0.264627,0.2687276,0.2817585,0.2686365,0.2859502,0.2517784,0.2691832,0.2657205,0.2815762,0.2659939,0.2800271,0.2669051,0.257337,0.2671785,0.2676341,0.2752886,0.2415724,0.2443973,0.2424836,0.2508671,0.2489535,0.2537831,0.2439416,0.2482245,0.2735572,0.2571548,0.2627134,0.2659028,0.2865881,0.3027173,0.270459,0.266085,0.278478,0.272646,0.2844011,0.2752886,0.2836721,0.27702,0.278478,0.2640803,0.2747419,0.2804828,0.2705501,0.2459464,0.2614376,0.2459464,0.258795,0.2718259,0.265356,0.2861325,0.2754709,0.2367427,0.2690921,0.2487713,0.2600708,0.2782046,0.2778401,0.2510494,0.2613465,0.2739218,0.2644448,0.2615288,0.294516,0.2480423,0.2492269,0.2381096,0.2813029,0.2603441,0.2574281,0.2403878,0.2832165,0.2830343,0.2628956,0.276291,0.2820319,0.2932402,0.2746508,0.2830343,0.2690921,0.270459
